key_0,inv_uva,inv_innov,gender,birth,race,venture_nums,entrepreneur,first_venture_age,instate,family_ent,small_bus_exp,last_deg,last_field,founder,investor,board_member,early_emp
13748,Not involved at all,Not involved at all,Male,1983.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Engineering,0,0,0,0
13749,Somewhat involved,Not very involved,Female,1983.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
13750,Somewhat involved,Somewhat involved,Female,1987.0,Asian,0,0,,0.0,1.0,1.0,Bachelor's,Architecture,0,0,0,0
13751,Not involved at all,Somewhat involved,Male,1975.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Sciences,0,0,0,0
13752,Somewhat involved,Somewhat involved,Female,1965.0,White,1,1,30.0,1.0,0.0,,Master's,Engineering,0,0,0,1
13753,Not involved at all,Not involved at all,Male,1979.0,White,0,0,,1.0,0.0,0.0,Master's,Business,0,0,0,0
13754,Not involved at all,Not involved at all,Female,1966.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
13755,Not very involved,Somewhat involved,Female,1955.0,White,2,1,27.0,1.0,0.0,1.0,Master's,Medicine/Healthcare,1,0,1,1
13756,Not very involved,Very involved,Male,1974.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
13757,Not involved at all,Not involved at all,Female,1967.0,White,0,0,,1.0,0.0,0.0,Master's,Education,0,0,0,0
13758,Not involved at all,Not very involved,Female,1972.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Engineering,0,0,0,0
13759,Not involved at all,Not involved at all,Female,1983.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
13760,Not involved at all,Not involved at all,Female,1966.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
13762,Somewhat involved,Very involved,Female,1958.0,White,1,1,41.0,0.0,1.0,1.0,Bachelor's,Humanities,0,0,0,1
13763,Very involved,Somewhat involved,Female,1988.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
13765,Not very involved,Not very involved,Female,1981.0,White,0,0,,1.0,1.0,1.0,Master's,Education,0,0,0,0
13767,Not involved at all,Not very involved,Female,1983.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
13768,Not involved at all,Somewhat involved,Female,1981.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
13770,Not involved at all,Very involved,Male,1965.0,White,0,0,,1.0,1.0,0.0,Master's,Social Sciences,0,0,0,0
13771,Not involved at all,Not involved at all,Male,1989.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Engineering,0,0,0,0
13772,Not very involved,Not very involved,Female,1981.0,White,0,0,,0.0,1.0,0.0,Master's,Social Sciences,0,0,0,0
13773,Not involved at all,Somewhat involved,Female,1981.0,White,0,0,,0.0,1.0,1.0,Ph.D.,Social Sciences,0,0,0,0
13774,Not involved at all,Not involved at all,Female,1980.0,Two or more races,0,0,,1.0,0.0,0.0,Master's,Business,0,0,0,0
13775,Not involved at all,Somewhat involved,Female,1973.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Education,0,0,0,0
13776,Not involved at all,Not involved at all,Female,1953.0,White,0,0,,0.0,,1.0,Master's,Fine Arts,0,0,0,0
13778,Not involved at all,Not involved at all,Female,1967.0,White,0,0,,0.0,1.0,1.0,Master's,Public Policy,0,0,0,0
13780,Not involved at all,Not involved at all,Female,1969.0,White,0,0,,1.0,0.0,,Bachelor's,Fine Arts,0,0,0,0
13783,Somewhat involved,Somewhat involved,Male,1987.0,Asian,1,1,25.0,1.0,1.0,1.0,Bachelor's,Other,1,0,0,0
13784,Not involved at all,Not involved at all,Female,1976.0,White,0,0,,0.0,0.0,1.0,Master's,Public Policy,0,0,0,0
13785,Not involved at all,Not very involved,Female,1941.0,White,0,0,,1.0,1.0,1.0,Master's,Humanities,0,0,0,0
13786,Not involved at all,Not involved at all,Male,1972.0,White,0,0,,1.0,1.0,1.0,Others,Law,0,0,0,0
13788,Not involved at all,Somewhat involved,Male,1942.0,White,3,1,38.0,0.0,0.0,0.0,Others,,1,0,1,0
13790,Not involved at all,Not involved at all,Male,1958.0,Black or African American,0,0,,1.0,0.0,0.0,Bachelor's,Fine Arts,0,0,0,0
13791,Not involved at all,Somewhat involved,Female,1954.0,White,0,0,,0.0,0.0,0.0,J.D.,Law,0,0,0,0
13792,Not very involved,Very involved,Male,1978.0,White,0,0,,0.0,0.0,1.0,Ph.D.,Sciences,0,0,0,0
13797,Not involved at all,Not involved at all,Male,1986.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
13798,Not very involved,Somewhat involved,Male,1971.0,White,2,1,36.0,0.0,1.0,1.0,J.D.,Law,0,1,1,0
13799,Not involved at all,Somewhat involved,Female,1959.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Medicine/Healthcare,0,0,0,0
13800,Not involved at all,Not very involved,Female,1949.0,White,0,0,,1.0,1.0,0.0,Master's,Medicine/Healthcare,0,0,0,0
13802,Not involved at all,Not involved at all,Female,1983.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
13803,Not involved at all,Not involved at all,Male,1951.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
13804,Not involved at all,Not involved at all,Male,1959.0,White,0,0,,0.0,0.0,0.0,Master's,Architecture,0,0,0,0
13805,Not very involved,Not involved at all,Male,1981.0,White,1,1,29.0,0.0,0.0,1.0,Master's,Business,1,0,0,0
13807,Not involved at all,Somewhat involved,Female,1951.0,White,1,1,41.0,1.0,0.0,1.0,Master's,Business,1,1,0,0
13808,Not involved at all,Not involved at all,Female,1947.0,White,0,0,,0.0,1.0,1.0,Others,Education,0,0,0,0
13809,Not involved at all,Not involved at all,Male,1949.0,White,0,0,,1.0,0.0,0.0,M.D.,Medicine/Healthcare,0,0,0,0
13811,Not involved at all,Not involved at all,Male,1982.0,Asian,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
13813,Not involved at all,Not involved at all,Male,1980.0,White,0,0,,0.0,0.0,1.0,M.D.,Medicine/Healthcare,0,0,0,0
13814,Not very involved,Not involved at all,Male,1984.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Architecture,0,0,0,0
13816,Not involved at all,Very involved,Male,1961.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Engineering,0,0,0,0
13818,Not involved at all,Not involved at all,Male,1953.0,White,0,0,,0.0,0.0,1.0,Master's,Business,0,0,0,0
13819,Not very involved,Very involved,Male,1963.0,White,1,1,33.0,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,1,0
13820,Somewhat involved,Very involved,Male,1957.0,White,3,1,37.0,1.0,1.0,0.0,Master's,Other,0,1,1,1
13822,Not involved at all,Not involved at all,Male,1976.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Other,0,0,0,0
13823,Not involved at all,Somewhat involved,Female,1983.0,White,0,0,,1.0,0.0,1.0,M.D.,Medicine/Healthcare,0,0,0,0
13824,Somewhat involved,Not very involved,Male,1967.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
13825,Not involved at all,Not involved at all,Male,1944.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Business,0,0,0,0
13826,Not involved at all,Not involved at all,Female,1965.0,White,1,1,,1.0,0.0,1.0,Master's,Humanities,1,0,0,0
13827,Not involved at all,Not involved at all,Female,1982.0,Asian,0,0,,1.0,1.0,0.0,Master's,Business,0,0,0,0
13829,Not involved at all,Not involved at all,Female,1955.0,White,0,0,,1.0,0.0,0.0,Master's,Education,0,0,0,0
13832,Not involved at all,Not involved at all,Male,1929.0,White,1,1,56.0,1.0,0.0,1.0,J.D.,Law,1,0,0,0
13834,Not very involved,Not involved at all,Female,1973.0,White,0,0,,0.0,1.0,1.0,Master's,Business,0,0,0,0
13835,Not involved at all,Not involved at all,Male,1966.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
13836,Not involved at all,Somewhat involved,Female,1979.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Business,0,0,0,0
13837,Not involved at all,Not very involved,Female,1958.0,White,0,0,,1.0,0.0,1.0,Master's,Engineering,0,0,0,0
13838,Not involved at all,Somewhat involved,Male,1977.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Humanities,0,0,0,0
13839,Not involved at all,Not involved at all,Male,1961.0,White,0,0,,1.0,0.0,1.0,Master's,Other,0,0,0,0
13841,Not involved at all,Not very involved,Female,1989.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Sciences,0,0,0,0
13843,Not involved at all,Very involved,Female,1970.0,White,2,1,21.0,1.0,1.0,1.0,Master's,Humanities,1,0,1,1
13844,Not involved at all,Not involved at all,Male,1986.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Engineering,0,0,0,0
13845,Not involved at all,Somewhat involved,Female,1949.0,White,0,0,,1.0,,1.0,Bachelor's,Medicine/Healthcare,0,0,0,0
13846,Somewhat involved,Very involved,Male,1949.0,White,2,1,41.0,0.0,1.0,1.0,Others,Law,1,0,1,0
13847,Not involved at all,Not involved at all,Male,1981.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
13848,Not very involved,Not very involved,Male,1957.0,White,3,1,30.0,1.0,1.0,1.0,J.D.,Law,1,0,1,1
13849,Somewhat involved,Not involved at all,Male,1975.0,White,0,0,,0.0,0.0,1.0,Master's,Business,0,0,0,0
13850,Not involved at all,Not involved at all,Male,1967.0,White,3,1,31.0,0.0,1.0,1.0,Master's,Business,1,1,1,1
13851,Not involved at all,Not involved at all,Female,1987.0,Two or more races,0,0,,1.0,0.0,0.0,Bachelor's,Humanities,0,0,0,0
13852,Not involved at all,Not very involved,Female,1963.0,White,0,0,,1.0,0.0,0.0,J.D.,Law,0,0,0,0
13853,Not involved at all,Somewhat involved,Male,1964.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Architecture,0,0,0,0
13854,Not involved at all,Not involved at all,Male,1950.0,White,1,1,51.0,0.0,0.0,1.0,Master's,Sciences,1,0,0,0
13855,Not very involved,Very involved,Male,1948.0,White,1,1,55.0,1.0,1.0,1.0,Master's,Business,1,0,0,0
13857,Not involved at all,Somewhat involved,Female,1949.0,White,0,0,,1.0,1.0,0.0,Ed.D.,Education,0,0,0,0
13861,Not very involved,Somewhat involved,Female,1968.0,White,2,1,41.0,0.0,1.0,1.0,Master's,Other,1,0,1,0
13866,Not involved at all,Not involved at all,Male,1971.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Other,0,0,0,0
13868,Not involved at all,Very involved,Male,1941.0,White,1,1,54.0,0.0,0.0,1.0,Master's,Business,1,0,0,0
13870,Not very involved,Not involved at all,Female,1984.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
13873,Not involved at all,Not very involved,Male,1960.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
13875,Not involved at all,Somewhat involved,Female,1960.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
13876,Not involved at all,Very involved,Male,1961.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Engineering,0,0,0,0
13877,Not involved at all,Not involved at all,Male,1958.0,White,0,0,,0.0,1.0,1.0,M.D.,Medicine/Healthcare,0,0,0,0
13878,Not involved at all,Somewhat involved,Female,1978.0,White,0,0,,0.0,0.0,1.0,Ph.D.,Sciences,0,0,0,0
13879,Not involved at all,Somewhat involved,Female,1986.0,White,0,0,,1.0,1.0,0.0,Master's,Public Policy,0,0,0,0
13880,Somewhat involved,Somewhat involved,Male,1930.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
13882,Not involved at all,Not involved at all,Female,1987.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
13884,Not involved at all,Somewhat involved,Male,1943.0,White,0,0,,1.0,1.0,1.0,Ph.D.,Sciences,0,0,0,0
13885,Not very involved,Not very involved,Male,1989.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
13886,Not involved at all,Somewhat involved,Male,1943.0,White,1,1,,1.0,1.0,1.0,Ed.D.,Education,0,0,1,0
13887,Not involved at all,Not involved at all,Male,1966.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Humanities,0,0,0,0
13888,Not very involved,Not very involved,Female,1989.0,Asian,0,0,,1.0,0.0,0.0,Bachelor's,Sciences,0,0,0,0
13890,Somewhat involved,Very involved,Female,1986.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
13891,Very involved,Very involved,Male,1945.0,White,1,1,55.0,1.0,1.0,0.0,Ph.D.,Engineering,1,1,1,0
13893,Not involved at all,Not involved at all,Female,1975.0,White,1,1,29.0,0.0,0.0,1.0,Master's,Business,0,0,1,0
13895,Not involved at all,Somewhat involved,Female,1942.0,White,1,1,58.0,0.0,1.0,1.0,Master's,Sciences,1,0,1,0
13897,Not involved at all,Not involved at all,Female,1980.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Business,0,0,0,0
13899,Not involved at all,Somewhat involved,Male,1938.0,White,1,1,72.0,1.0,0.0,1.0,J.D.,Law,1,0,0,0
13900,Not involved at all,Very involved,Male,1952.0,White,1,1,53.0,0.0,1.0,1.0,Ed.D.,Education,1,0,1,0
13904,Not very involved,Not involved at all,Male,1978.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
13905,Not involved at all,Not involved at all,Male,1976.0,White,0,0,,1.0,,0.0,M.D.,Medicine/Healthcare,0,0,0,0
13906,Not very involved,Somewhat involved,Male,1955.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
13907,Not very involved,Not involved at all,Male,1960.0,White,1,1,23.0,1.0,1.0,1.0,Master's,Education,0,0,1,0
13908,Not involved at all,Not involved at all,Female,1975.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Humanities,0,0,0,0
13909,Not involved at all,Very involved,Male,1948.0,White,1,1,30.0,1.0,1.0,0.0,J.D.,Law,1,0,0,0
13910,Not involved at all,Very involved,Female,1981.0,Asian,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
13911,Not very involved,Somewhat involved,Female,1962.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
13912,Not involved at all,Not very involved,Male,1976.0,Asian,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
13913,Not involved at all,Not very involved,Female,1968.0,Black or African American,1,1,43.0,0.0,1.0,0.0,Master's,Medicine/Healthcare,0,0,1,0
13914,Not involved at all,Not involved at all,Female,1987.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Humanities,0,0,0,0
13915,Not involved at all,Not involved at all,Female,1977.0,White,1,1,25.0,1.0,1.0,,Bachelor's,Public Policy,1,0,1,0
13920,Not involved at all,Not involved at all,Female,1962.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
13922,Not involved at all,Not involved at all,Female,1988.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
13924,Not involved at all,Somewhat involved,Female,1989.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Engineering,0,0,0,0
13925,Not involved at all,Not involved at all,Male,1956.0,White,0,0,,1.0,0.0,1.0,Others,Education,0,0,0,0
13926,Not involved at all,Not involved at all,Female,1983.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Engineering,0,0,0,0
13927,Not involved at all,Not involved at all,Female,1984.0,White,1,1,28.0,1.0,1.0,0.0,J.D.,Law,0,1,0,0
13929,Not very involved,Not very involved,Male,1975.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
13930,Not very involved,Very involved,Male,1956.0,White,3,1,44.0,1.0,1.0,1.0,Bachelor's,Business,1,1,1,0
13931,Not involved at all,Not very involved,Female,1985.0,White,0,0,,1.0,1.0,1.0,Master's,Social Sciences,0,0,0,0
13932,Not involved at all,Not involved at all,Male,1937.0,White,1,1,68.0,1.0,,1.0,Master's,Education,0,1,1,0
13936,Not very involved,Not very involved,Male,1977.0,White,0,0,,1.0,1.0,0.0,Master's,Education,0,0,0,0
13938,Not involved at all,Somewhat involved,Female,1956.0,White,0,0,,1.0,1.0,0.0,J.D.,Law,0,0,0,0
13939,Not involved at all,Not involved at all,Female,1970.0,White,1,1,40.0,0.0,0.0,1.0,J.D.,Law,0,0,1,0
13945,Not involved at all,Somewhat involved,Female,1974.0,White,0,0,,1.0,1.0,0.0,J.D.,Law,0,0,0,0
13947,Not very involved,Not involved at all,Female,1983.0,White,0,0,,0.0,1.0,0.0,Master's,Business,0,0,0,0
13948,Not very involved,Somewhat involved,Female,1970.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
13949,Not involved at all,Not involved at all,Female,1965.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
13950,Not involved at all,Not very involved,Female,1944.0,White,3,1,48.0,0.0,1.0,,Master's,Medicine/Healthcare,0,0,0,1
13953,Not involved at all,Not very involved,Male,1947.0,White,2,1,54.0,1.0,0.0,0.0,J.D.,Law,1,0,0,0
13954,Not involved at all,Somewhat involved,Male,1948.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Humanities,0,0,0,0
13955,Not involved at all,Not involved at all,Female,1956.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Fine Arts,0,0,0,0
13956,Not very involved,Somewhat involved,Male,1952.0,White,1,1,30.0,0.0,1.0,,Master's,Business,0,0,1,0
13957,Somewhat involved,Somewhat involved,Female,1958.0,White,2,1,40.0,1.0,1.0,1.0,Bachelor's,Other,1,0,1,0
13958,Not very involved,Somewhat involved,Male,1954.0,White,3,1,33.0,1.0,1.0,1.0,Master's,Business,1,1,1,0
13959,Not involved at all,Not involved at all,Male,1976.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
13963,Not involved at all,Somewhat involved,Female,1956.0,White,0,0,,1.0,1.0,0.0,Master's,Business,0,0,0,0
13964,Not involved at all,Not involved at all,Male,1947.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
13965,Not involved at all,Not very involved,Male,1970.0,White,0,0,,1.0,0.0,1.0,Master's,Education,0,0,0,0
13966,Not involved at all,Somewhat involved,Male,1938.0,White,2,1,56.0,1.0,0.0,0.0,Bachelor's,Engineering,0,0,1,1
13967,Not very involved,Somewhat involved,Female,1986.0,White,1,1,26.0,0.0,1.0,1.0,Bachelor's,Humanities,1,0,0,0
13968,Not very involved,Somewhat involved,Female,1981.0,White,1,1,27.0,1.0,1.0,1.0,Master's,Social Sciences,0,0,0,1
13969,Not involved at all,Somewhat involved,Female,1963.0,Black or African American,0,0,,0.0,1.0,0.0,Bachelor's,Humanities,0,0,0,0
13970,Not involved at all,Not very involved,Female,1975.0,White,0,0,,0.0,1.0,0.0,Master's,Business,0,0,0,0
13971,Not very involved,Somewhat involved,Male,1974.0,Asian,0,0,,1.0,1.0,0.0,M.D.,Medicine/Healthcare,0,0,0,0
13973,Not involved at all,Somewhat involved,Female,1984.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
13974,Not involved at all,Somewhat involved,Male,1965.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Humanities,0,0,0,0
13975,Not involved at all,Not involved at all,Female,1967.0,White,0,0,,1.0,,1.0,Bachelor's,Social Sciences,0,0,0,0
13977,Somewhat involved,Somewhat involved,Male,1975.0,White,1,1,36.0,1.0,1.0,0.0,Master's,Business,0,1,1,0
13978,Not involved at all,Somewhat involved,Male,1983.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
13979,Somewhat involved,Not involved at all,Male,1968.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Other,0,0,0,0
13981,Not very involved,Not very involved,Male,1958.0,White,1,1,41.0,0.0,0.0,0.0,Master's,Business,0,0,1,1
13982,Not involved at all,Not involved at all,Male,1987.0,Black or African American,0,0,,0.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
13983,Not very involved,Not very involved,Male,1961.0,White,1,1,43.0,1.0,1.0,0.0,Master's,Business,0,0,1,0
13986,Not involved at all,Not very involved,Male,1963.0,White,2,1,27.0,1.0,1.0,1.0,J.D.,Law,1,0,0,1
13987,Not involved at all,Not involved at all,Male,1944.0,White,1,1,45.0,0.0,1.0,1.0,Master's,Education,1,0,0,0
13988,Not involved at all,Not involved at all,Male,1962.0,White,1,1,46.0,0.0,0.0,1.0,Master's,Business,1,0,0,0
13991,Not involved at all,Very involved,Female,1948.0,White,2,1,57.0,0.0,1.0,0.0,Master's,Education,1,0,1,0
13992,Not involved at all,Somewhat involved,Female,1971.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Education,0,0,0,0
13993,Not involved at all,Very involved,Male,1959.0,White,2,1,48.0,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,1
13995,Not involved at all,Not involved at all,Male,1950.0,White,1,1,60.0,1.0,0.0,1.0,M.D.,Medicine/Healthcare,1,0,1,0
13996,Somewhat involved,Not very involved,Male,1990.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Engineering,0,0,0,0
13997,Not involved at all,Somewhat involved,Female,1932.0,White,0,0,,1.0,1.0,1.0,Master's,Education,0,0,0,0
13998,Somewhat involved,Somewhat involved,Female,1974.0,White,3,1,20.0,1.0,1.0,1.0,Bachelor's,Business,0,0,0,1
13999,Not involved at all,Somewhat involved,Female,1965.0,White,1,1,38.0,1.0,1.0,1.0,Master's,Architecture,1,0,0,0
14000,Very involved,Not involved at all,Male,1967.0,White,3,1,33.0,1.0,0.0,1.0,Master's,Business,1,1,1,0
14003,Not involved at all,Not involved at all,Male,1955.0,White,1,1,36.0,0.0,1.0,1.0,M.D.,Medicine/Healthcare,1,1,0,1
14004,Not involved at all,Not very involved,Male,1975.0,White,2,1,32.0,0.0,1.0,0.0,J.D.,Law,0,1,0,0
14005,Not involved at all,Not involved at all,Male,1949.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Business,0,0,0,0
14007,Not involved at all,Not very involved,Male,1974.0,White,0,0,,0.0,0.0,0.0,Master's,Engineering,0,0,0,0
14009,Not involved at all,Not involved at all,Male,1971.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
14010,Not involved at all,Somewhat involved,Male,1977.0,White,3,1,26.0,1.0,1.0,1.0,Bachelor's,Engineering,1,0,0,1
14011,Not involved at all,Somewhat involved,Male,1964.0,White,0,0,,0.0,0.0,0.0,Master's,Humanities,0,0,0,0
14013,Very involved,Somewhat involved,Male,1988.0,Black or African American,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
14015,Not very involved,Not very involved,Female,1981.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Architecture,0,0,0,0
14017,Not involved at all,Not very involved,Male,1947.0,White,3,1,28.0,0.0,1.0,1.0,Bachelor's,Humanities,1,0,1,0
14021,Not involved at all,Not involved at all,Female,1964.0,White,0,0,,0.0,1.0,0.0,Master's,Business,0,0,0,0
14022,Somewhat involved,Somewhat involved,Female,1977.0,White,2,1,27.0,0.0,1.0,0.0,Bachelor's,Education,0,0,1,0
14023,Not involved at all,Not very involved,Male,1957.0,White,1,1,32.0,1.0,0.0,0.0,Master's,Humanities,0,0,0,1
14026,Not involved at all,Very involved,Male,1981.0,White,1,1,31.0,1.0,1.0,,Ph.D.,Engineering,1,0,0,0
14028,Not very involved,Not very involved,Female,1982.0,White,1,1,23.0,1.0,1.0,0.0,Master's,Business,0,0,1,1
14030,Not involved at all,Not involved at all,Female,1981.0,White,0,0,,0.0,0.0,0.0,Master's,Other,0,0,0,0
14032,Not involved at all,Not involved at all,Female,1943.0,White,1,1,51.0,0.0,0.0,1.0,Master's,Other,1,0,1,0
14033,Not involved at all,Not involved at all,Male,1947.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
14034,Not involved at all,Somewhat involved,Male,1944.0,White,2,1,28.0,1.0,0.0,1.0,M.D.,Medicine/Healthcare,1,0,0,1
14035,Not involved at all,Not very involved,Male,1947.0,White,0,0,,0.0,0.0,1.0,J.D.,Law,0,0,0,0
14037,Not involved at all,Not very involved,Male,1944.0,White,0,0,,1.0,0.0,,M.D.,Medicine/Healthcare,0,0,0,0
14038,Not involved at all,Somewhat involved,Male,1971.0,White,3,1,22.0,0.0,1.0,1.0,Master's,Medicine/Healthcare,1,1,0,1
14039,Not very involved,Not very involved,Female,1990.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
14040,Not involved at all,Not involved at all,Female,1951.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
14042,Not involved at all,Somewhat involved,Female,1972.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
14043,Not involved at all,Very involved,Male,1973.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Sciences,0,0,0,0
14044,Not involved at all,Somewhat involved,Female,1970.0,White,3,1,36.0,0.0,1.0,1.0,Bachelor's,Architecture,1,1,0,1
14045,Not very involved,Not very involved,Male,1981.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Engineering,0,0,0,0
14046,Not involved at all,Somewhat involved,Male,1946.0,White,2,1,60.0,0.0,1.0,1.0,Others,,0,1,0,0
14047,Not involved at all,Not very involved,Male,1972.0,White,0,0,,0.0,0.0,1.0,J.D.,Law,0,0,0,0
14048,Not involved at all,Not involved at all,Female,1986.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Sciences,0,0,0,0
14049,Not involved at all,Not very involved,Male,1984.0,White,0,0,,1.0,0.0,0.0,J.D.,Law,0,0,0,0
14051,Not involved at all,Very involved,Female,1984.0,White,0,0,,0.0,1.0,1.0,Master's,Fine Arts,0,0,0,0
14056,Not involved at all,Not very involved,Female,1960.0,Hispanic or Latino,0,0,,1.0,1.0,0.0,Master's,Education,0,0,0,0
14057,Not involved at all,Somewhat involved,Female,1955.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Business,0,0,0,0
14058,Not involved at all,Not very involved,Male,1965.0,White,1,1,44.0,1.0,1.0,0.0,Bachelor's,Sciences,1,0,0,0
14059,Not involved at all,Not very involved,Female,1981.0,White,0,0,,0.0,0.0,1.0,Ph.D.,Sciences,0,0,0,0
14060,Somewhat involved,Not very involved,Male,1975.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Sciences,0,0,0,0
14061,Not involved at all,Not very involved,Female,1977.0,White,0,0,,1.0,1.0,1.0,Master's,Business,0,0,0,0
14066,Not involved at all,Not very involved,Female,1948.0,White,0,0,,0.0,0.0,,Ph.D.,Humanities,0,0,0,0
14068,Not involved at all,Not involved at all,Male,1956.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
14069,Not involved at all,Not involved at all,Female,1987.0,Asian,0,0,,1.0,1.0,0.0,Master's,Medicine/Healthcare,0,0,0,0
14072,Somewhat involved,Somewhat involved,Female,1987.0,White,1,1,23.0,1.0,1.0,1.0,Bachelor's,Medicine/Healthcare,0,0,0,1
14074,Not involved at all,Not involved at all,Female,1951.0,White,1,1,58.0,1.0,1.0,1.0,Ph.D.,Education,0,0,1,0
14075,Not involved at all,Somewhat involved,Female,1962.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
14076,Not involved at all,Not very involved,Female,1982.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
14078,Not involved at all,Not very involved,Female,1970.0,White,0,0,,1.0,1.0,1.0,Master's,Social Sciences,0,0,0,0
